"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL249897";"";"None";"428.12";"1";"5.12";"11c";"Cc1ccc(COc2c(Br)cc(CCC(=O)O)cc2Br)cc1";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"15.05";"0.40";"1.32";"13.85";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"360.0"
"CHEMBL249895";"";"None";"428.12";"1";"5.12";"11b";"Cc1cccc(COc2c(Br)cc(CCC(=O)O)cc2Br)c1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"16.17";"0.43";"1.80";"14.87";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"120.0"
"CHEMBL251090";"";"None";"560.16";"2";"6.95";"63";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(Cc3ccc(C(F)(F)F)cc3)c2)c(Br)c1";"IC50";"'='";"9.55";"nM";"8.02";"";"";"UO_0000065";"14.32";"0.35";"1.07";"12.01";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.02"
"CHEMBL203777";"";"None";"380.23";"1";"5.79";"49";"CC(C)c1cc(Oc2c(Cl)cc3[nH]c(C(=O)O)cc3c2Cl)ccc1O";"IC50";"'='";"0.06026";"nM";"10.22";"";"";"UO_0000065";"26.88";"0.56";"4.43";"12.38";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"10.22"
"CHEMBL202336";"";"None";"517.25";"2";"7.33";"47";"CCCC(CCC)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"44.67";"nM";"7.35";"";"";"UO_0000065";"14.21";"0.33";"0.02";"9.72";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.35"
"CHEMBL202940";"";"None";"461.14";"1";"5.77";"44";"CC(C)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"18.2";"nM";"7.74";"";"";"UO_0000065";"16.78";"0.41";"1.97";"10.23";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.74"
"CHEMBL202521";"";"None";"447.11";"1";"5.52";"43";"CCC(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"141.25";"nM";"6.85";"";"";"UO_0000065";"15.32";"0.37";"1.33";"9.06";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.85"
"CHEMBL557";"DETROTHYRONINE";"2.0";"650.98";"1";"3.95";"32";"N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"IC50";"'='";"0.263";"nM";"9.58";"";"";"UO_0000065";"14.72";"0.57";"5.63";"10.33";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.58"
"CHEMBL235384";"";"None";"562.13";"2";"7.15";"17";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(Oc3cccc(C(F)(F)F)c3)c2)c(Br)c1";"IC50";"'='";"1.096";"nM";"8.96";"";"";"UO_0000065";"15.94";"0.39";"1.81";"11.79";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.96"
"CHEMBL193198";"";"None";"472.17";"1";"6.65";"4b";"CC(C)c1cc(Oc2c(Br)cc(C(=O)O)cc2Br)cc(C(C)C)c1O";"IC50";"'='";"910.0";"nM";"6.04";"";"";"UO_0000065";"12.79";"0.33";"-0.61";"9.05";"0";"CHEMBL832459";"Inhibitory activity against human Thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.91"
"CHEMBL1544";"LIOTHYRONINE";"4.0";"650.98";"1";"3.95";"1";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"IC50";"'='";"0.257";"nM";"9.59";"";"";"UO_0000065";"14.73";"0.57";"5.64";"10.34";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.59"
"CHEMBL235177";"";"None";"625.31";"2";"6.90";"76";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(C(=O)NCC(c3ccccc3)c3ccccc3)c2)c(Br)c1";"IC50";"'='";"37.15";"nM";"7.43";"";"";"UO_0000065";"11.88";"0.27";"0.53";"7.75";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.43"
"CHEMBL235609";"";"None";"549.22";"2";"5.31";"73";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(C(=O)NCCc3ccccc3)c2)c(Br)c1";"IC50";"'='";"0.6166";"nM";"9.21";"";"";"UO_0000065";"16.77";"0.41";"3.90";"9.61";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.21"
"CHEMBL2348924";"";"None";"449.53";"0";"2.16";"3{4,1}";"CN(CC(=O)NC12CC3CC(CC(C3)C1)C2)C(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL250101";"";"None";"482.09";"1";"5.83";"11d";"O=C(O)CCc1cc(Br)c(OCc2cccc(C(F)(F)F)c2)c(Br)c1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"14.10";"0.37";"0.97";"14.61";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"160.0"
"CHEMBL394199";"";"None";"570.23";"2";"7.80";"67";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(Oc3cccc(-c4ccccc4)c3)c2)c(Br)c1";"IC50";"'='";"60.26";"nM";"7.22";"";"";"UO_0000065";"12.66";"0.30";"-0.58";"9.50";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.22"
"CHEMBL235165";"";"None";"494.14";"1";"6.13";"63";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(Oc3ccccc3)c2)c(Br)c1";"IC50";"'='";"6.026";"nM";"8.22";"";"";"UO_0000065";"16.63";"0.42";"2.09";"10.82";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.22"
"CHEMBL398571";"";"None";"457.23";"1";"6.80";"47";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3ccc(C(F)(F)F)cc3)c2)c(Cl)c1";"IC50";"'='";"67.61";"nM";"7.17";"";"";"UO_0000065";"15.68";"0.33";"0.37";"10.74";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.17"
"CHEMBL124205";"";"None";"531.40";"1";"4.28";"42";"CC1(C)C2CCC(NC(=O)c3cc(Oc4c(Cl)cc(-n5ncc(=O)[nH]c5=O)cc4Cl)ccc3O)C1C2";"IC50";"'='";"0.166";"nM";"9.78";"";"";"UO_0000065";"18.40";"0.37";"5.50";"7.74";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.78"
"CHEMBL125728";"";"None";"492.94";"0";"2.56";"26";"Cc1cc(-n2ncc(=O)[nH]c2=O)cc(Cl)c1Oc1ccc(O)c(S(=O)(=O)N2CCCCC2)c1";"IC50";"'='";"0.3631";"nM";"9.44";"";"";"UO_0000065";"19.15";"0.39";"6.88";"7.01";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.44"
"CHEMBL195556";"";"None";"408.13";"1";"5.19";"22";"CCCCCCOc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"'='";"363.08";"nM";"6.44";"";"";"UO_0000065";"15.78";"0.44";"1.25";"13.84";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.44"
"CHEMBL195855";"";"None";"394.10";"0";"4.65";"21";"CC(C)CCOc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"'='";"1819.7";"nM";"5.74";"";"";"UO_0000065";"14.56";"0.41";"1.09";"12.34";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.74"
"CHEMBL425366";"";"None";"394.10";"0";"4.65";"19";"CCC(CC)COc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"15.48";"0.44";"1.45";"13.11";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.1"
"CHEMBL289965";"";"None";"430.09";"1";"5.53";"6";"CC(C)c1cc(Oc2c(Br)cc(C(=O)O)cc2Br)ccc1O";"IC50";"'='";"2.089";"nM";"8.68";"";"";"UO_0000065";"20.18";"0.54";"3.15";"13.00";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.68"
"CHEMBL2349033";"";"None";"478.50";"0";"1.56";"3{4,22}";"CN(CC(=O)N1CCN(c2ccccc2F)CC1)C(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2349030";"";"None";"459.52";"0";"2.48";"3{4,19}";"CN(CC(=O)N1CCC(c2ccccc2)CC1)C(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348914";"";"None";"474.54";"0";"1.86";"3{3,20}";"CS(=O)(=O)c1ccc(C(=O)NCCCC(=O)N2CCN(c3ccccc3)CC2)cc1[N+](=O)[O-]";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348881";"";"None";"369.40";"0";"0.74";"3{1,3}";"CS(=O)(=O)c1ccc(C(=O)NCC(=O)N2CCCCC2)cc1[N+](=O)[O-]";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348873";"";"None";"423.42";"0";"1.53";"3{1,16}";"CN(Cc1cccc(F)c1)C(=O)CNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL570307";"";"None";"291.43";"0";"4.03";"14{1}";"CCCCCCOc1ccc(C(=O)C(C)CN(C)C)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL549685";"";"None";"367.53";"1";"5.37";"12{28}";"CCCCCCOc1ccc(C(=O)CCN(C)C)cc1Cc1ccccc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL538150";"";"None";"327.47";"0";"4.93";"13{3}";"CCCCCCOc1ccc2cc(C(=O)CCN(C)C)ccc2c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL236134";"";"None";"327.47";"1";"5.11";"3i";"CCCCCCc1ccc(C(=O)CCN(C)Cc2ccco2)cc1";"IC50";"'='";"12100.0";"nM";"4.92";"";"";"UO_0000065";"15.02";"0.28";"-0.19";"14.70";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"12.1"
"CHEMBL236131";"";"None";"317.52";"1";"5.50";"3c";"CCCCCCc1ccc(C(=O)CCN(C(C)C)C(C)C)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"17.95";"0.34";"0.20";"28.06";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"2.0"
"CHEMBL391785";"";"None";"277.36";"0";"3.61";"7g";"CCCCCCc1ccc(NC(=O)CCC(=O)O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"100.0"
"CHEMBL1544";"LIOTHYRONINE";"4.0";"650.98";"1";"3.95";"1";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"IC50";"'='";"0.26";"nM";"9.59";"";"";"UO_0000065";"14.72";"0.57";"5.64";"10.33";"1";"CHEMBL896601";"Binding affinity at human thyroid hormone receptor beta-1 expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149545";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";"";"0.26"
"CHEMBL394913";"";"None";"217.31";"0";"3.30";"6m";"CCCC(=O)Nc1cccc2c1CCCC2";"IC50";"'='";"69800.0";"nM";"4.16";"";"";"UO_0000065";"19.13";"0.35";"0.86";"14.28";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"69.8"
"CHEMBL237241";"";"None";"244.38";"0";"4.96";"6g";"C=CC(=O)c1ccc(CCCCCCCC)cc1";"IC50";"'='";"11400.0";"nM";"4.94";"";"";"UO_0000065";"20.23";"0.38";"-0.02";"28.96";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"11.4"
"CHEMBL235491";"";"None";"229.32";"0";"3.38";"8a";"C#CC(=O)Nc1ccc(CCCCCC)cc1";"IC50";"'='";"35100.0";"nM";"4.46";"";"";"UO_0000065";"19.43";"0.36";"1.07";"15.31";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"35.1"
"CHEMBL41036";"";"None";"355.22";"1";"5.24";"9";"CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O";"IC50";"'='";"1.096";"nM";"8.96";"";"";"UO_0000065";"25.22";"0.53";"3.72";"13.42";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.96"
"CHEMBL237936";"";"None";"391.21";"0";"4.58";"60";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3cncnc3)c2)c(Cl)c1";"IC50";"'='";"67.61";"nM";"7.17";"";"";"UO_0000065";"18.33";"0.38";"2.59";"7.75";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.17"
