"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL193152";"";"None";"380.08";"0";"4.41";"16";"CCCCCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"5754.4";"nM";"5.24";"";"";"UO_0000065";"13.79";"0.40";"0.83";"11.26";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.24"
"CHEMBL192346";"";"None";"338.00";"0";"3.24";"14";"CCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"32359.37";"nM";"4.49";"";"";"UO_0000065";"13.28";"0.41";"1.25";"9.65";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"4.49"
"CHEMBL418432";"";"None";"369.24";"1";"5.63";"10";"CC(C)c1cc(Oc2c(Cl)cc(CCC(=O)O)cc2Cl)ccc1O";"IC50";"'='";"0.1514";"nM";"9.82";"";"";"UO_0000065";"26.59";"0.56";"4.19";"14.71";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.82"
"CHEMBL289343";"";"None";"458.15";"1";"5.85";"5";"CC(C)c1cc(Oc2c(Br)cc(CCC(=O)O)cc2Br)ccc1O";"IC50";"'='";"0.02512";"nM";"10.60";"";"";"UO_0000065";"23.14";"0.60";"4.75";"15.88";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"10.6"
"CHEMBL41632";"TIRATRICOL";"3.0";"621.93";"1";"4.63";"2";"O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1";"IC50";"'='";"0.04786";"nM";"10.32";"";"";"UO_0000065";"16.59";"0.67";"5.69";"15.46";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"10.32"
"CHEMBL394678";"";"None";"208.34";"0";"3.98";"6h";"C=CC(=O)[C@H]1CC[C@H](CC(C)(C)C)CC1";"IC50";"'='";"69100.0";"nM";"4.16";"";"";"UO_0000065";"19.97";"0.38";"0.18";"24.37";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"69.1"
"CHEMBL235113";"";"None";"202.30";"0";"3.79";"6c";"C=CC(=O)c1ccc(CCCCC)cc1";"IC50";"'='";"33900.0";"nM";"4.47";"";"";"UO_0000065";"22.09";"0.41";"0.68";"26.19";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"33.9"
"CHEMBL236341";"";"None";"222.30";"0";"3.96";"8d";"CCCCCCc1ccc(C(=O)CF)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"100.0"
"CHEMBL237721";"";"None";"390.22";"1";"5.18";"29";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3ccccn3)c2)c(Cl)c1";"IC50";"'='";"138.04";"nM";"6.86";"";"";"UO_0000065";"17.58";"0.36";"1.68";"8.61";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.86"
"CHEMBL41314";"";"None";"567.16";"1";"4.47";"4";"CC(C)c1cc(Oc2c(I)cc(C[C@@H](N)C(=O)O)cc2I)ccc1O";"IC50";"'='";"0.11";"nM";"9.96";"";"";"UO_0000065";"17.56";"0.54";"5.49";"10.73";"0";"CHEMBL814601";"Concentration required to inhibit 50% of I-T3 binding to hTR1 (Thyroid hormone receptor beta) was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136772";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.11"
"CHEMBL325405";"";"None";"330.37";"0";"4.25";"7";"Fc1ccc(-c2nn3c(c2-c2ccnc4ccccc24)CCC3)nc1";"IC50";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"20.65";"0.37";"2.57";"15.64";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.151"
"CHEMBL122414";"";"None";"309.34";"0";"3.19";"18";"OCc1cccc(-c2nn3c(c2-c2ccc(F)cc2)CCC3)n1";"IC50";"'='";"2620.0";"nM";"5.58";"";"";"UO_0000065";"18.04";"0.33";"2.39";"10.96";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2.62"
"CHEMBL120718";"";"None";"311.33";"0";"4.14";"16";"Cc1cccc(-c2nn3c(c2-c2ccc(F)c(F)c2)CCC3)n1";"IC50";"'='";"343.0";"nM";"6.46";"";"";"UO_0000065";"20.76";"0.38";"2.32";"21.05";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.343"
"CHEMBL119936";"";"None";"372.50";"1";"5.22";"11";"CCSc1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"18.68";"0.35";"1.74";"15.96";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.11"
"CHEMBL2070234";"";"None";"461.57";"0";"3.82";"2{1,1,1}";"CS(=O)(=O)c1ccc(-c2ncc(C(=O)NC34CC5CC(CC(C5)C3)C4)s2)cc1[N+](=O)[O-]";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2072982";"Antagonist activity at human TRbeta assessed as inhibition of interaction with SRC2-2 after 3 hrs by fluorescence polarisation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069280";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"1.7"
"CHEMBL2070235";"";"None";"409.49";"0";"3.06";"2{2,1,4}";"Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CCCCC1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2072982";"Antagonist activity at human TRbeta assessed as inhibition of interaction with SRC2-2 after 3 hrs by fluorescence polarisation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069280";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"1.8"
"CHEMBL250103";"";"None";"448.54";"1";"5.46";"11e";"O=C(O)CCc1cc(Br)c(OCc2cccc(Cl)c2)c(Br)c1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"14.98";"0.42";"1.26";"14.44";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"190.0"
"CHEMBL236291";"";"None";"577.27";"2";"6.32";"3g";"CC(C)c1cc(Oc2c(Br)cc(CC(=O)N[C@@H](C(=O)O)c3ccccc3)cc2Br)ccc1O";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"15.97";"0.38";"2.90";"9.62";"0";"CHEMBL896601";"Binding affinity at human thyroid hormone receptor beta-1 expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149545";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";"";"0.6"
"CHEMBL41036";"";"None";"355.22";"1";"5.24";"2a";"CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"25.22";"0.53";"3.72";"13.42";"1";"CHEMBL896601";"Binding affinity at human thyroid hormone receptor beta-1 expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149545";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";"";"1.1"
"CHEMBL250104";"";"None";"492.99";"1";"5.57";"11f";"O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"14.65";"0.45";"1.65";"15.52";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"60.0"
"CHEMBL235608";"";"None";"521.16";"2";"5.59";"64";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(C(=O)Nc3ccccc3)c2)c(Br)c1";"IC50";"'='";"35.48";"nM";"7.45";"";"";"UO_0000065";"14.30";"0.35";"1.86";"7.77";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.45"
"CHEMBL41314";"";"None";"567.16";"1";"4.47";"56";"CC(C)c1cc(Oc2c(I)cc(C[C@@H](N)C(=O)O)cc2I)ccc1O";"IC50";"'='";"0.1096";"nM";"9.96";"";"";"UO_0000065";"17.56";"0.54";"5.49";"10.74";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.96"
"CHEMBL203555";"";"None";"351.40";"1";"5.17";"52";"Cc1cc2nc(C(=O)O)ccc2c(C)c1Oc1ccc(O)c(C(C)C)c1";"IC50";"'='";"15.14";"nM";"7.82";"";"";"UO_0000065";"22.25";"0.41";"2.65";"9.82";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.82"
"CHEMBL195556";"";"None";"408.13";"1";"5.19";"42";"CCCCCCOc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"'='";"363.08";"nM";"6.44";"";"";"UO_0000065";"15.78";"0.44";"1.25";"13.84";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.44"
"CHEMBL250880";"";"None";"408.24";"1";"5.15";"12b";"CC(C)c1cc(Oc2c(Cl)cc3[nH]c(C(=O)O)cc(=O)c3c2Cl)ccc1O";"IC50";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"14.85";"0.31";"0.91";"6.08";"0";"CHEMBL866542";"Inhibition of human TR-beta-1 by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138993";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"870.0"
"CHEMBL378593";"";"None";"497.14";"1";"5.78";"12a";"CC(C)c1cc(Oc2c(Br)cc3nc(C(=O)O)cc(O)c3c2Br)ccc1O";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"14.67";"0.37";"1.51";"7.30";"0";"CHEMBL866542";"Inhibition of human TR-beta-1 by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138993";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"51.0"
"CHEMBL203828";"";"None";"470.16";"1";"5.63";"10";"CC(C)c1cc(Oc2c(Br)cc3c(c2Br)CC(C(=O)O)C3)ccc1O";"IC50";"'='";"8.5";"nM";"8.07";"";"";"UO_0000065";"17.17";"0.44";"2.44";"12.09";"0";"CHEMBL866542";"Inhibition of human TR-beta-1 by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138993";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"8.5"
"CHEMBL41632";"TIRATRICOL";"3.0";"621.93";"1";"4.63";"3";"O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1";"IC50";"'='";"0.048";"nM";"10.32";"";"";"UO_0000065";"16.59";"0.67";"5.69";"15.46";"0";"CHEMBL814601";"Concentration required to inhibit 50% of I-T3 binding to hTR1 (Thyroid hormone receptor beta) was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136772";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.048"
"CHEMBL109279";"";"None";"473.53";"1";"5.49";"NH-3";"Cc1cc(OCC(=O)O)cc(C)c1Cc1cc(C#Cc2ccc([N+](=O)[O-])cc2)c(O)c(C(C)C)c1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"13.58";"0.25";"0.94";"5.85";"0";"CHEMBL811896";"Half-maximum activation of human Thyroid hormone receptor beta 1 (hTRbeta1)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135520";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"370.0"
"CHEMBL3126369";"";"None";"366.42";"0";"3.85";"11c";"Cc1ccc(NC(=O)C(=O)O)c2ccn(Cc3ccc(O)c(C(C)C)c3)c12";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"19.83";"0.37";"3.42";"7.94";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"0.054"
"CHEMBL3126376";"";"None";"379.50";"1";"5.62";"4e";"Cc1c(CCCCC(=O)O)c2ccccc2n1Cc1ccc(O)c(C(C)C)c1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"15.43";"0.29";"0.23";"9.37";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"1.4"
"CHEMBL3126368";"";"None";"366.42";"0";"3.85";"11d";"Cc1cc2cc(NC(=O)C(=O)O)ccc2n1Cc1ccc(O)c(C(C)C)c1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"15.89";"0.29";"1.97";"6.36";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"1.5"
"CHEMBL3264932";"";"None";"609.80";"2";"6.45";"33";"CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccccc4)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3269979";"Inhibition of human thyroid hormone receptor-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"100.0"
"CHEMBL2070093";"";"None";"511.50";"1";"4.73";"2{4,1,9}";"CC1Cc2ccccc2N1C(=O)c1sc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)nc1C(F)(F)F";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2072982";"Antagonist activity at human TRbeta assessed as inhibition of interaction with SRC2-2 after 3 hrs by fluorescence polarisation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069280";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"5.2"
"CHEMBL2070092";"";"None";"477.61";"0";"4.47";"2{2,1,2}";"Cc1nc(-c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)sc1C(=O)N1CC2(C)CC1CC(C)(C)C2";"IC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2072982";"Antagonist activity at human TRbeta assessed as inhibition of interaction with SRC2-2 after 3 hrs by fluorescence polarisation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069280";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"7.1"
"CHEMBL789";"RATHYRONINE";"2.0";"650.98";"1";"3.95";"T3 Free Acid";"NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"IC50";"'='";"0.103";"nM";"9.99";"";"";"UO_0000065";"15.34";"0.59";"6.04";"10.76";"0";"CHEMBL4263483";"Agonist activity at GAL4 DNA-binding domain fused TRbeta receptor (unknown origin) ligand binding domain expressed in UAS-bla HEK 293T cells assessed as beta-lactamase transcriptional activation by FRET-based GeneBLAzer assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261581";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"0.103"
"CHEMBL205171";"";"None";"489.19";"1";"6.55";"12d";"CCCC(C)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"14.98";"0.36";"0.78";"9.69";"0";"CHEMBL867119";"Binding affinity to human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149453";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"47.0"
"CHEMBL425366";"";"None";"394.10";"0";"4.65";"9f";"CCC(CC)COc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"15.62";"0.44";"1.50";"13.23";"0";"CHEMBL827873";"Inhibitory activity against human TRAFbeta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.7"
"CHEMBL192426";"";"None";"408.13";"1";"5.04";"9j";"CCC(CC)COc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL829372";"Inhibitory activity against human TRAFbeta; Not tested";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";""
"CHEMBL3126372";"";"None";"380.44";"0";"4.24";"11c";"Cc1ccc(NC(=O)CC(=O)O)c2ccn(Cc3ccc(O)c(C(C)C)c3)c12";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"17.40";"0.32";"2.38";"7.23";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"0.24"
"CHEMBL193864";"";"None";"441.11";"1";"5.78";"20a";"O=C(O)CNc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1";"IC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"19.82";"0.48";"2.96";"12.57";"0";"CHEMBL882591";"Inhibitory concentration against cloned human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142857";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1.8"
