ID,Name,SMILES,MW,LogP,HBD,HBA,TPSA,RotB,GI absorption,Plant,Source
LIG_0370,,CNC(=O)[C@@H]1Cc2ccccc2CN1C(=O)C[C@@H](c1ccsc1)n1cccc1,393.51,3.23,1,3,54.34,5,Unknown,Natural Product,COCONUT
LIG_0371,,CC(C)C[C@H](NC(=O)C(=O)N[C@@H](CC(C)C)C(=O)O)C(=O)O,316.35,0.22,4,4,132.8,8,Unknown,Natural Product,COCONUT
LIG_0372,,Cc1coc2c(C)c3oc(=O)c(CCC(=O)NCC(=O)O)c(C)c3cc12,357.36,2.6,2,5,109.75,5,Unknown,Natural Product,COCONUT
LIG_0373,,C=CC[C@@]12CC(=O)[C@@H](OC)[C@@H]([C@H](c3ccc4c(c3)OCO4)[C@H]1C)[C@H]2O,344.41,2.68,1,5,64.99,4,Unknown,Natural Product,COCONUT
LIG_0374,,COc1ccc(-c2noc([C@@H](C)NC(=O)CC(C)C)c2C(=O)O)cc1,346.38,3.27,2,5,101.66,7,Unknown,Natural Product,COCONUT
LIG_0375,,CC(=O)NCCC(=O)N1C[C@H]2C[C@@H](O)CN2C2(C1)CN(C1CCCC1)C2,364.49,-0.21,2,5,76.12,4,Unknown,Natural Product,COCONUT
LIG_0376,,C/C=C(/C)C(=O)O[C@@H]1C=C(CO)C(=O)[C@@H](OC(=O)[C@@](C)(O)[C@@H](C)O)[C@@H]1C(C)C,398.45,0.68,3,8,130.36,7,Unknown,Natural Product,COCONUT
LIG_0377,,CO[C@@H]1[C@H]([C@@H](O)COC(=O)/C=C/c2ccc(O)cc2)OC(=O)[C@@H]1O,338.31,-0.39,3,8,122.52,6,Unknown,Natural Product,COCONUT
LIG_0378,,COc1cc(O)cc2oc(=O)c(-c3ccc4c(c3O)C=CC(C)(C)O4)cc12,366.37,4.06,2,6,89.13,2,Unknown,Natural Product,COCONUT
LIG_0379,,Cc1ccc2[nH]c3c(c2c1)CCN[C@]31C(=O)N(CC(C)C)c2ccccc21,359.47,3.87,2,2,48.13,2,Unknown,Natural Product,COCONUT
LIG_0380,,O=C1CC2OCC=C3CN4CC[C@@]56c7ccccc7N1C5[C@H]2[C@H]3C(O)[C@@H]46,350.42,1.06,1,4,53.01,0,Unknown,Natural Product,COCONUT
LIG_0381,,COc1ccc(C[C@H](Cc2ccc3c(c2)OCO3)NC(=O)c2ccccc2)cc1,389.45,4.01,1,4,56.79,7,Unknown,Natural Product,COCONUT
LIG_0382,,O=C(C1CCCCC1)N1C[C@H](c2nc(-c3cccnc3)no2)C2(CCOCC2)C1,396.49,3.43,0,6,81.35,3,Unknown,Natural Product,COCONUT
LIG_0383,,C[C@@H]1C(=O)C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@]1(CO[C@@H](O)C1)O2,336.47,3.45,1,4,55.76,0,Unknown,Natural Product,COCONUT
LIG_0384,,CC(=O)Nc1cc(O)cc([C@@H](O)[C@@H](C)c2cc(O)c(C)c(=O)o2)c1,333.34,2.15,4,6,120.0,4,Unknown,Natural Product,COCONUT
LIG_0385,,CC(C)c1ccc([C@H]2N3C[C@]4(C)CN2C[C@](c2ccccc2)(C3)C4=O)cc1,360.5,3.97,0,3,23.55,3,Unknown,Natural Product,COCONUT
LIG_0386,,O=C1CCCC=C1CCCCCCC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,325.45,1.45,4,5,89.79,9,Unknown,Natural Product,COCONUT
LIG_0387,,COCCCN1C(=O)C(=O)/C(=C(/O)c2ccccc2)[C@H]1c1cccc(O)c1,367.4,2.85,2,5,87.07,6,Unknown,Natural Product,COCONUT
LIG_0388,,CC1(C)Oc2c(c(=O)[nH]c3ccccc23)[C@H]2[C@@H](Cl)[C@](C)(O)CC[C@@H]21,347.84,3.55,2,3,62.32,0,Unknown,Natural Product,COCONUT
LIG_0389,,COC(=O)c1ccccc1NC(=O)[C@@]12CC[C@@](C)(C(=O)C1)C2(C)C,329.4,3.2,1,4,72.47,3,Unknown,Natural Product,COCONUT
LIG_0390,,COc1cccc(-c2oc3cc4c(cc3c2CC(=O)O)OCO4)c1,326.3,3.46,1,5,78.13,4,Unknown,Natural Product,COCONUT
LIG_0391,,C[C@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@H](O)[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]12C)N(C)C,363.59,3.93,2,3,43.7,2,Unknown,Natural Product,COCONUT
LIG_0392,,O=S(=O)(c1ccccc1)N1CCC2(CC1)Nc1ccccc1-n1cccc12,379.49,3.58,1,3,54.34,2,Unknown,Natural Product,COCONUT
LIG_0393,,COc1ccc(/C=C/C(=O)Oc2ccccc2I)cc1,380.18,3.92,0,3,35.53,4,Unknown,Natural Product,COCONUT
LIG_0394,,C#C/C=C\C[C@H]1O[C@@H]2C[C@H]1O[C@@H]2C[C@H](Br)[C@H](Br)CC,392.13,3.82,0,2,18.46,6,Unknown,Natural Product,COCONUT
LIG_0395,,C[C@@H]1C[C@@H]2[C@H]3/C=C4/C(=O)O[C@H](CC[C@H](O)C[C@H]3C=C[C@@H]2C1=O)C4=O,330.38,1.6,1,5,80.67,0,Unknown,Natural Product,COCONUT
LIG_0396,,Cc1nn(-c2ccccc2)c(C)c1[C@H]1C=C[C@@H](OC(=O)NC(C)C)C1,339.44,4.04,1,3,56.15,4,Unknown,Natural Product,COCONUT
LIG_0397,,Cc1ccc(C(=O)N[C@@H]2CO[C@@H]3[C@@H]2OC[C@H]3OCC(N)=O)cc1,320.35,-0.24,2,5,99.88,5,Unknown,Natural Product,COCONUT
LIG_0398,,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C[C@H](C)OC3=O,304.25,1.11,2,7,110.13,1,Unknown,Natural Product,COCONUT
LIG_0399,,C/C=C(/C)C(=O)O[C@@H]1[C@@H]2O[C@@H]2[C@]2(CO2)[C@@H]2[C@@H]3OC(=O)[C@H](C)[C@H]3CC[C@]12C,362.42,2.01,0,6,77.66,2,Unknown,Natural Product,COCONUT
LIG_0400,,C=C1[C@H]2C[C@@]3([C@@H]1O)[C@@H](C[C@H]2O)[C@]12[C@@H]4C[C@H]3[C@H]1N(CC)C[C@]4(C)CC[C@@H]2O,359.51,1.79,3,4,63.93,1,Unknown,Natural Product,COCONUT
LIG_0401,,Cn1c(=O)c2nc3c([S@@+](C)[O-])c(C(=O)O)sc3nc2n(C)c1=O,354.37,-0.32,1,7,130.14,2,Unknown,Natural Product,COCONUT
LIG_0402,,O=c1[nH]c(O)c2c3c[nH]c4cccc(oc5nc6cc(O)ccc6c5c12)c43,357.33,3.87,4,5,115.14,0,Unknown,Natural Product,COCONUT
LIG_0403,,COc1c2cccc(C)c2c(C=O)c2c(COC(C)=O)coc12,312.32,3.78,0,5,65.74,4,Unknown,Natural Product,COCONUT
LIG_0404,,COCCNC(=O)CNC(=O)N1CCc2c([nH]c3ccccc23)C1,330.39,1.0,3,3,86.46,5,Unknown,Natural Product,COCONUT
LIG_0405,,COc1cc2c(cc1OC)C(=O)/C(=C\c1cc(OC)c3c(c1)OCCO3)C2,368.39,3.31,0,6,63.22,4,Unknown,Natural Product,COCONUT
LIG_0406,,C/C(=C\C=C\[C@@]1(C)OC(=O)[C@]23CC=C(C(=O)O)CC[C@]2(O)[C@H]1CC3)C(=O)O,376.41,2.21,3,5,121.13,4,Unknown,Natural Product,COCONUT
LIG_0407,,CC(C)C[C@H]1NC(=O)[C@@H](CCC(=O)NCCc2ccccc2)NC1=O,345.44,1.15,3,3,87.3,8,Unknown,Natural Product,COCONUT
LIG_0408,,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,315.32,2.31,3,4,95.86,6,Unknown,Natural Product,COCONUT
LIG_0409,,CC(=O)N[C@@]12C=CC(=O)C=C[C@H]1c1c(cc(O)c(O)c1O)C[C@@H]2C,329.35,1.65,4,5,106.86,1,Unknown,Natural Product,COCONUT
LIG_0410,,C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)[C@H](CNCCC4=CCCCC4)[C@H]3C=C12,357.54,4.78,1,3,38.33,5,Unknown,Natural Product,COCONUT
LIG_0411,,C/C=C(/C)C(=O)O[C@@H]1CC[C@]2(C)CC(=O)C(=C(C)C)C[C@H]2[C@]1(C)OC(C)=O,376.49,4.3,0,5,69.67,3,Unknown,Natural Product,COCONUT
LIG_0412,,CCO[C@H]1O[C@H](COC(=O)C=Cc2ccc(O)c(OC)c2)[C@@H](O)[C@H]1O,354.36,0.44,3,8,114.68,7,Unknown,Natural Product,COCONUT
LIG_0413,,COc1ccc(-c2c(O)c3ccccc3o/c2=[NH+]\C(=O)c2ccco2)cc1OC,392.39,2.24,2,6,96.01,4,Unknown,Natural Product,COCONUT
LIG_0414,,CC[C@@H](C)/C=C(C)/C=C/C=C/C(=O)c1c(O)n(O)cc(-c2ccc(O)cc2)c1=O,395.46,4.45,3,5,99.76,7,Unknown,Natural Product,COCONUT
LIG_0415,,COCC(=O)NC[C@H]1C(=O)N2C[C@@H](NC(=O)NC(C)C)C[C@H]2CN1Cc1ccccc1C,445.56,0.62,3,5,103.01,8,Unknown,Natural Product,COCONUT
LIG_0416,,COc1ccc2c(c1)cc(C(=O)N[C@H](C(=O)NCCc1c[nH]c3ccccc13)C(C)C)n2C,446.55,3.78,3,3,88.15,8,Unknown,Natural Product,COCONUT
LIG_0417,,COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)N(CCC(=O)NCc3ccco3)[C@H]21,461.47,3.12,1,6,101.32,7,Unknown,Natural Product,COCONUT
LIG_0418,,C=C1[C@@H]2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H]([C@H](O)C(=O)OC)[C@]12C,486.56,3.53,1,8,112.27,3,Unknown,Natural Product,COCONUT
LIG_0419,,C=CCN(C)C(=O)[C@@H](C)[C@@H]1CC[C@@]2(C)Cc3sc(NC(=O)C4CC4)nc3[C@@H](C)[C@@H]2[C@H]1O,445.63,3.83,2,5,82.53,6,Unknown,Natural Product,COCONUT
LIG_0420,,Cc1c(CCC(=O)N2CCc3nc[nH]c3C2)c(=O)oc2cc3occ(-c4ccccc4)c3cc12,453.5,4.76,1,5,92.34,4,Unknown,Natural Product,COCONUT
LIG_0421,,Cc1cc(O[C@H](C)C(=O)N2C[C@H]3C[C@@H](C2)c2cccc(=O)n2C3)c2c(C)cc(=O)oc2c1,434.49,2.98,0,5,81.75,3,Unknown,Natural Product,COCONUT
LIG_0422,,CCOC(=O)C[C@@H](NC(=O)N1CCC2(CC1)Nc1cc(C)ccc1-n1cccc12)c1ccccc1,472.59,4.91,2,4,75.6,5,Unknown,Natural Product,COCONUT
LIG_0423,,C[C@H](CO)CC[C@H]1O[C@H]2C[C@H]3[C@H]4CC[C@@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C,434.66,4.4,3,4,69.92,4,Unknown,Natural Product,COCONUT
LIG_0424,,CCN1CCc2c([nH]c3ccccc23)[C@H]1c1c(O)nc(=O)n(CCc2ccc(OC)cc2)c1O,460.53,3.35,3,6,103.61,6,Unknown,Natural Product,COCONUT
LIG_0425,,S=C(NC1CCCCC1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1-c1ccccc1,414.54,1.84,2,6,86.12,4,Unknown,Natural Product,COCONUT
LIG_0426,,C=C(C)C(=O)O[C@@H]1C2=C(COC(C)=O)C(=O)O[C@]2(O)/C=C(/C)CCC(=O)[C@@H](C)[C@H]1O,422.43,0.89,2,9,136.43,4,Unknown,Natural Product,COCONUT
LIG_0427,,CC(=O)c1ccc(OCC(=O)Nc2ccccc2C(=O)NCCc2ccccc2)cc1,416.48,3.88,2,4,84.5,9,Unknown,Natural Product,COCONUT
LIG_0428,,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@H]2C3=O)O1,410.42,2.68,1,7,83.45,4,Unknown,Natural Product,COCONUT
LIG_0429,,CC[C@H](C)[C@@H](CO)NC(=O)CCc1c(C)c2c(OC)cc3c(c2oc1=O)CCC(C)(C)O3,445.56,3.67,2,6,98.0,8,Unknown,Natural Product,COCONUT
LIG_0430,,Cc1oc2cc3oc(=O)c(CC(=O)N[C@@H](CSCc4ccccc4)C(=O)O)c(C)c3cc2c1C,479.55,4.51,2,6,109.75,8,Unknown,Natural Product,COCONUT
LIG_0431,,N#Cc1ccc(C(=O)N2C[C@@H]3C[C@H](C2)c2c(-c4cccc(C#N)c4)ccc(=O)n2C3)cc1,420.47,3.52,0,4,89.89,2,Unknown,Natural Product,COCONUT
LIG_0432,,C[C@]12C[C@H](c3ccccc3O1)[C@H](C(N)=O)C(=O)N2CCNc1ncnc2[nH]cnc12,407.43,0.99,3,7,139.12,5,Unknown,Natural Product,COCONUT
LIG_0433,,COc1ccc(OCCN/C(C)=C2\C(=O)C=C3Oc4c(C(C)=O)c(O)c(C)c(O)c4[C@@]3(C)C2=O)cc1,493.51,3.25,3,9,131.39,7,Unknown,Natural Product,COCONUT
LIG_0434,,Cc1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc12,401.44,1.58,1,5,103.69,3,Unknown,Natural Product,COCONUT
LIG_0435,,CCCNC(=O)OC[C@]12CO[C@@H](c3ccc(N(C)C)cc3)[C@H](C(C)=C[C@@H]1C)[C@H]2C,400.56,4.79,1,4,50.8,6,Unknown,Natural Product,COCONUT
LIG_0436,,C=CCN1CC(=O)N2[C@H](c3ccc(OC(C)C)c(OC)c3)c3[nH]c4ccccc4c3C[C@H]2C1=O,459.55,3.83,1,4,74.87,6,Unknown,Natural Product,COCONUT
LIG_0437,,COc1ccc(CN2C[C@H](O)C[C@H]2c2nc(Cc3ccccc3)no2)c2ccccc12,415.49,4.13,1,6,71.62,6,Unknown,Natural Product,COCONUT
LIG_0438,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(CO)[C@@]3(O)CC[C@]12C,434.66,4.45,4,4,80.92,6,Unknown,Natural Product,COCONUT
LIG_0439,,Cn1c(C2CCN(C(=O)CCCC[C@@H]3CCSS3)CC2)nc2ccccc21,403.62,4.99,0,4,38.13,6,Unknown,Natural Product,COCONUT
LIG_0440,,C=CCN1C(=O)[C@]2(c3ccccc31)c1c(oc3cc(C)c(C)cc3c1=O)C(=O)N2C[C@@H]1CCCO1,470.53,3.82,0,5,80.06,4,Unknown,Natural Product,COCONUT
LIG_0441,,CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)C[C@H]3[C@H](OC(C)=O)C[C@@]2(C)C2=CC[C@](C)([C@H](Br)CO)C[C@H]21,483.44,4.4,1,5,72.83,4,Unknown,Natural Product,COCONUT
LIG_0442,,Cn1c2c(c(=O)[nH]c1=O)[C@H](c1cccc(Cl)c1Cl)C1=C(N2)c2ccccc2C1=O,426.26,3.55,2,4,83.96,1,Unknown,Natural Product,COCONUT
LIG_0443,,CC(=O)N[C@@H]1[C@@H](OCCOc2ccc(Cl)cc2Cl)O[C@@H]2COC(C)(C)O[C@@H]2[C@H]1O,450.32,2.13,2,7,95.48,6,Unknown,Natural Product,COCONUT
LIG_0444,,C[C@@H]1CCc2cc(O)ccc2[C@@H]1C[C@H](C/C=C/[C@@H](O)c1ccc(O)cc1)S(=O)(=O)[O-].[Na+],454.52,0.75,3,6,117.89,7,Unknown,Natural Product,COCONUT
LIG_0445,,COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H]3CCCC[C@@H]3C)c(=O)cc1[C@@H](NC(C)=O)CC2,480.61,4.85,2,6,85.89,6,Unknown,Natural Product,COCONUT
LIG_0446,,C[C@@H]1O[C@@H](O[C@@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@H]3CC[C@]3(C)[C@@H]([C@@H](C)O)CC[C@]43O)C2)C[C@@H](O)[C@@H]1O,464.64,3.3,4,6,99.38,3,Unknown,Natural Product,COCONUT
LIG_0447,,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@H]3[C@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@@H]3CC(=O)[C@@]21C,406.56,3.66,3,4,94.83,4,Unknown,Natural Product,COCONUT
LIG_0448,,COc1cc([C@@H]2COc3cc(OC)c4c(c3[C@@H]2OC(C)=O)CCc2cc(O)ccc2-4)ccc1O,462.5,4.66,2,7,94.45,4,Unknown,Natural Product,COCONUT
LIG_0449,,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H]([C@H](O)[C@H]23)[C@@H]14,437.58,0.5,3,7,91.62,5,Unknown,Natural Product,COCONUT
LIG_0450,,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]2[C@@H](OC)[C@@](O)([C@@H]13)[C@]1(O)C[C@@H](OC)[C@@H]2C[C@H]4[C@H]1[C@@H]2OC,481.63,0.93,2,8,89.85,7,Unknown,Natural Product,COCONUT
LIG_0451,,Cc1cc(C(=O)N[C@@H]2C[C@@H](c3nc(-c4ccccc4)nn3C(C)C)CC[C@H]2O)n(C)n1,422.53,2.99,2,5,97.86,5,Unknown,Natural Product,COCONUT
LIG_0452,,Clc1nc(NCCCN2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1,424.94,4.13,1,7,66.41,8,Unknown,Natural Product,COCONUT
LIG_0453,,[C-]#[N+][C@@H]1[C@H]2[C@H](CC[C@@]1(C)O)[C@](C)(N=C=S)CC[C@@H]2[C@@]1(C)CC[C@@H](C(C)(C)[N+]#[C-])O1,415.6,4.96,1,4,50.54,3,Unknown,Natural Product,COCONUT
LIG_0454,,CC(=O)N1[C@H]2N(C(=O)C13CC3)c1ccccc1[C@]21C[C@@H](n2cnc3ccccc3c2=O)C(=O)O1,456.46,1.85,0,6,101.81,1,Unknown,Natural Product,COCONUT
LIG_0455,,CCOC(=O)[C@@H]1[C@H](C(=O)OC)N[C@H](CC(C)(C)OC)[C@@]12C(O)=Nc1ccccc12,404.46,2.03,2,7,106.45,6,Unknown,Natural Product,COCONUT
LIG_0456,,COc1ccc2c3c(n(CCSCc4nc[nH]c4C)c(=O)c2c1OC)-c1ccccc1C3=O,461.54,4.2,1,6,86.21,7,Unknown,Natural Product,COCONUT
LIG_0457,,C=C(C)C(=O)CC[C@@H](C)[C@@H]1CC[C@](C)(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]2CCC(C)=C[C@@]12C,480.64,2.9,4,7,116.45,8,Unknown,Natural Product,COCONUT
LIG_0458,,Cc1oc2cc(OCC(=O)N[C@H](CO)CC(C)C)ccc2c(=O)c1-c1ccccc1,409.48,3.67,2,5,88.77,8,Unknown,Natural Product,COCONUT
LIG_0459,,COc1ccc(OC)c(NC(=O)CC/C(C)=C/Cc2c(OC)c(C)c3c(c2OC)C(=O)OC3)c1,469.53,4.61,1,7,92.32,10,Unknown,Natural Product,COCONUT
LIG_0460,,COc1ncccc1CN1C[C@@H]2C[C@H](NC(C)=O)CN2C(=O)[C@@H]1CNC(=O)C1CC1,415.49,-0.09,2,6,103.87,7,Unknown,Natural Product,COCONUT
LIG_0461,,C[C@@]12O[C@H]3C[C@@H](O1)[C@]1(C=O)[C@H]4[C@H](O)C(=O)[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]5(O)[C@@H]4CC[C@@]1(C3)O2,486.52,1.43,2,9,132.5,2,Unknown,Natural Product,COCONUT
LIG_0462,,C=C1C(=O)O[C@@H]2/C=C(/CO)[C@@H](OC(C)=O)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)[C@@H](C)CC)[C@@H]12,422.47,1.84,1,8,111.66,5,Unknown,Natural Product,COCONUT
LIG_0463,,Cc1ccccc1N1C(=O)[C@@H]2[C@H]3c4ccccc4[C@](Br)(c4ccccc43)[C@H]2C1=O,444.33,4.9,0,2,37.38,1,Unknown,Natural Product,COCONUT
LIG_0464,,CN(CC(N)=O)C(=O)[C@@H]1C[C@H](NC(=O)NC2CCCCC2)CN1C(=O)CC(C)(C)C,423.56,0.97,3,4,124.84,6,Unknown,Natural Product,COCONUT
LIG_0465,,COc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OCCOc2ccccc2)cc(Cl)c1O,432.86,3.3,3,6,106.12,7,Unknown,Natural Product,COCONUT
LIG_0466,,CC1(C)C(=O)C=C[C@]2(C)[C@H]1C=C[C@@]1(C)[C@H]2CC[C@@]2(C)[C@@H](c3ccoc3)OC(=O)[C@@H]3O[C@]312,422.52,4.8,0,5,69.04,1,Unknown,Natural Product,COCONUT
LIG_0467,,COC[C@@H]1Cc2cc(OC)c3c(c2[C@H](c2ccc(OC)c(OC)c2)[C@@H]1COC)OCO3,430.5,3.65,0,7,64.61,8,Unknown,Natural Product,COCONUT
LIG_0468,,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCN1C[C@H]3C[C@@H](C1)c1cccc(=O)n1C3)C=C2,492.58,1.46,1,6,93.11,7,Unknown,Natural Product,COCONUT
LIG_0469,,O=c1c(-c2ccccc2)coc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)ccc12,400.38,0.64,4,8,129.59,4,Unknown,Natural Product,COCONUT
LIG_0470,,COc1cc2c(cc1OC)[C@@]1(O)C(=O)c3ccc4c(c3O[C@H]1CO2)[C@@H]1[C@@H](O4)C1(C)C,410.42,2.81,1,7,83.45,2,Unknown,Natural Product,COCONUT
LIG_0471,,C=C1C2=C(C=C[C@@]34C[C@@H](CC[C@@H]13)[C@](C)(O)C4)C(C)(C)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,462.58,1.58,5,7,119.61,3,Unknown,Natural Product,COCONUT
LIG_0472,,C[C@]12C[C@H](c3ccccc3O1)[C@@H](C(N)=O)C(=O)N2CCc1c[nH]c2ccc(O)cc12,405.45,2.64,3,4,108.65,4,Unknown,Natural Product,COCONUT
LIG_0473,,C=CCN1C(=O)[C@@]2(c3ccccc31)c1c(oc3ccc(C)cc3c1=O)C(=O)N2C[C@H]1CCCO1,456.5,3.51,0,5,80.06,4,Unknown,Natural Product,COCONUT
LIG_0474,,COc1cccc(CNC(=O)c2cccc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)c2)c1,450.56,4.08,1,4,75.71,7,Unknown,Natural Product,COCONUT
LIG_0475,,CC(=O)O[C@@H]1[C@@H](O)[C@@H](Oc2c(C)c3c4c(c2O)[C@@H](C)CC[C@@H]4[C@@H](C)C[C@H]3C=C(C)C)OC[C@@H]1O,474.59,4.16,3,7,105.45,4,Unknown,Natural Product,COCONUT
LIG_0476,,COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)C[C@@H](O)[C@H]3C(C)(C)OC(=O)CC[C@]3(C)[C@H]1C2,444.52,3.49,1,7,91.29,1,Unknown,Natural Product,COCONUT
LIG_0477,,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4occc4c3O[C@@H]1[C@@H](OC(C)=O)O2,410.38,3.46,0,8,93.43,3,Unknown,Natural Product,COCONUT
LIG_0478,,CC(=O)O[C@@H]1C[C@@H]2[C@H](CC[C@H]3[C@@]2(C)CC[C@@H]2[C@]3(C)CCC[C@]2(C)C=O)[C@@H]2O[C@H]3OC(=O)C[C@@]31O2,474.59,4.16,0,7,88.13,2,Unknown,Natural Product,COCONUT
LIG_0479,,CC(=O)O[C@@H]1O[C@@H](C2=CC(=O)O[C@H]2O)C[C@@H]2[C@@H]1CC[C@H]1[C@@]2(C)CC[C@H]2C(C)(C)CCC[C@]12C,460.61,4.74,1,6,82.06,2,Unknown,Natural Product,COCONUT
LIG_0480,,CC=C(C)C(=O)O[C@@H](c1cc(OC)c2c(c1)OCO2)[C@@H](C)OC(=O)[C@](C)(O)[C@H](C)OC(C)=O,466.48,2.61,1,10,126.82,9,Unknown,Natural Product,COCONUT
LIG_0481,,Cn1c(=O)c2c(nc3n(C[C@H](O)c4ccccc4)c(-c4ccccc4)cn23)n(C)c1=O,415.45,2.09,1,4,86.46,4,Unknown,Natural Product,COCONUT
LIG_0482,,COc1ccc(CCN2COc3ccc4c(-c5ccccc5)cc(=O)oc4c3C2)cc1,413.47,4.86,0,5,51.91,5,Unknown,Natural Product,COCONUT
LIG_0483,,CCCNC(=O)N1CCN2CC(=O)Nc3cc(-c4cccnc4)ccc3OC[C@@H]2C1,409.49,2.19,2,5,86.8,3,Unknown,Natural Product,COCONUT
LIG_0484,,COC(=O)c1ccc2[nH]c(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccn4)C=C3C)nc2c1,446.6,4.93,2,5,79.9,8,Unknown,Natural Product,COCONUT
LIG_0485,,CC(C)[C@H](NC(=O)[C@H](C(C)C)N1Cc2ccccc2C1=O)c1nc2ccccc2[nH]1,404.51,4.06,2,3,78.09,6,Unknown,Natural Product,COCONUT
LIG_0486,,COc1c2c(c(C)c3c1C(=O)OC3)O[C@]1(C)C[C@H](O)[C@@]34O[C@@](OC)(CC[C@]3(C)[C@H]1C2)O[C@]4(C)CO,490.55,2.39,2,9,112.91,3,Unknown,Natural Product,COCONUT
LIG_0487,,O=C(c1ccccc1)N1C[C@@H]2C[C@H](C1)c1ccc(/C=C/c3ccc(Cl)cc3)c(=O)n1C2,430.94,4.93,0,2,42.31,3,Unknown,Natural Product,COCONUT
LIG_0488,,COc1cc(CCc2cccc(O)c2)c2c(c1)O[C@H](c1cc(O)c(O)c(OC)c1)[C@@H](O)C2,438.48,3.64,4,7,108.61,6,Unknown,Natural Product,COCONUT
LIG_0489,,COC(=O)c1c(C)c2c(c(C)c1O)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,406.77,3.6,2,8,119.36,2,Unknown,Natural Product,COCONUT
LIG_0490,,O=C(O)C1CCN(C(=O)[C@H](Cc2ccccc2)n2c(O)nc3ccccc3c2=O)CC1,421.45,2.21,2,5,112.73,5,Unknown,Natural Product,COCONUT
LIG_0491,,CC1(C)CC[C@H]([C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]23C)O1,462.63,2.9,4,6,107.22,2,Unknown,Natural Product,COCONUT
LIG_0492,,COc1ccc(-c2cc(=O)c3cc(NC(=O)c4ccccc4OC)ccc3o2)cc1,401.42,4.73,1,5,77.77,5,Unknown,Natural Product,COCONUT
LIG_0493,,CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2cccc([N+](=O)[O-])c2)C3=O)CC1,409.44,3.05,1,7,96.15,5,Unknown,Natural Product,COCONUT
LIG_0494,,C[C@]1(CCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)CC[C@H]2C(=CC[C@@H]3[C@]2(C)CCC[C@]3(C)C(=O)O)C1,482.61,2.23,5,7,136.68,6,Unknown,Natural Product,COCONUT
LIG_0495,,C/C(=C/COc1ccc2ccc(=O)oc2c1)C/C=C/[C@@](C)(O)CC[C@H](O)C(C)(C)O,416.51,3.73,3,6,100.13,10,Unknown,Natural Product,COCONUT
LIG_0496,,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O)C(=O)O,420.43,1.54,4,4,137.05,6,Unknown,Natural Product,COCONUT
LIG_0497,,CC(C)C[C@@H](NC(=O)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccccc1)C(=O)O,424.45,2.8,3,5,113.96,8,Unknown,Natural Product,COCONUT
