ID,Name,SMILES,MW,LogP,HBD,HBA,TPSA,RotB,GI absorption,Plant,Source
LIG_0208,,C[N@+]12CCCC[C@@H]1[C@H](CO)CCC2,184.3,1.39,1,1,20.23,1,Unknown,Natural Product,COCONUT
LIG_0209,,CC1(C)C(=O)[C@H](Cl)[C@@H]2C=C[C@H]1O2,186.64,1.53,0,2,26.3,0,Unknown,Natural Product,COCONUT
LIG_0210,,NCCSCCSCCN,180.34,0.37,2,4,52.04,7,Unknown,Natural Product,COCONUT
LIG_0211,,N#C[C@@H](CC(=O)O)[C@H](N)C(=O)O,172.14,-0.99,3,4,124.41,4,Unknown,Natural Product,COCONUT
LIG_0212,,CC/C=C\CC1=C(C)[C@@H](O)CC1=O,180.25,1.99,1,2,37.3,3,Unknown,Natural Product,COCONUT
LIG_0213,,O=C(O)[C@@H]1Cc2ccccc2CN1,177.2,0.79,2,2,49.33,1,Unknown,Natural Product,COCONUT
LIG_0214,,C[C@H](Cc1ccccc1)C(=O)O,164.2,1.95,1,1,37.3,3,Unknown,Natural Product,COCONUT
LIG_0215,,CCOC(=O)[C@@H](C(C)=O)P(=O)(OCC)OCC,266.23,1.77,0,6,78.9,8,Unknown,Natural Product,COCONUT
LIG_0216,,O=c1[nH][nH]c(=O)c2cc3c(cc12)CCC3,202.21,0.71,2,2,65.72,0,Unknown,Natural Product,COCONUT
LIG_0217,,CC(C)=CCC[C@@](C)(O)[C@@H]1CC=C(C)C(=O)[C@H]1O,252.35,2.38,2,3,57.53,4,Unknown,Natural Product,COCONUT
LIG_0218,,Cc1c(O)ccc2c1O/C(=C\c1cccnc1)C2=O,253.26,2.71,1,4,59.42,1,Unknown,Natural Product,COCONUT
LIG_0219,,C=C1C2=C(C(=O)C(C)=C(OC)C2=O)N2C[C@@H]3[C@@H](N3C)[C@@]12O,288.3,-0.43,1,6,69.85,1,Unknown,Natural Product,COCONUT
LIG_0220,,N[C@@H](CC1=CCCCc2o[nH]c(=O)c21)C(=O)O,238.24,0.49,3,4,109.32,3,Unknown,Natural Product,COCONUT
LIG_0221,,CC(=O)C(/C=N/C1CCCCC1)=C(\C)O,209.29,2.81,1,3,49.66,3,Unknown,Natural Product,COCONUT
LIG_0222,,CC(=O)c1cc(C)c(O)c(C(=O)O)c1O,210.18,1.31,3,4,94.83,2,Unknown,Natural Product,COCONUT
LIG_0223,,CCOC(=O)c1cc2c3ccccc3nc-2c[nH]1,240.26,2.84,1,3,54.98,2,Unknown,Natural Product,COCONUT
LIG_0224,,O=C(/N=N/C(=O)c1ccccc1)c1ccccc1,238.25,3.12,0,2,58.86,2,Unknown,Natural Product,COCONUT
LIG_0225,,COc1ccc2[nH]c3c(c2c1)CCC3=O,201.22,2.31,1,2,42.09,1,Unknown,Natural Product,COCONUT
LIG_0226,,CC(C)Cc1cnc([C@H](O)C(C)C)c(=O)[nH]1,224.3,1.66,2,3,65.98,4,Unknown,Natural Product,COCONUT
LIG_0227,,COc1cc2c(cc1C)C1=C(C)C(=O)O[C@@H]1[C@H](O)[C@H]2C,274.32,2.18,1,4,55.76,1,Unknown,Natural Product,COCONUT
LIG_0228,,COc1ccc2c(c1)CNCC[C@H]1COC(=O)N21,248.28,1.51,1,4,50.8,1,Unknown,Natural Product,COCONUT
LIG_0229,,O=c1ccn(CCCn2ccc(=O)[nH]c2=O)c(=O)[nH]1,264.24,-1.52,2,4,109.72,4,Unknown,Natural Product,COCONUT
LIG_0230,,CCCCCCC[C@H](O)[C@H]1C(=O)OC[C@@H]1CO,244.33,1.49,2,4,66.76,8,Unknown,Natural Product,COCONUT
LIG_0231,,CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)C[C@H](O)[C@@H]12,266.38,2.91,1,3,46.53,0,Unknown,Natural Product,COCONUT
LIG_0232,,COc1ccc(CCCOC(C)=O)cc1,208.26,2.19,0,3,35.53,5,Unknown,Natural Product,COCONUT
LIG_0233,,COc1cc2cc3cc(C)oc(=O)c3c(O)c2c(O)c1C,286.28,2.98,2,5,79.9,1,Unknown,Natural Product,COCONUT
LIG_0234,,COc1cc(C=CC(N)=O)cc(OC)c1O,223.23,0.91,2,4,81.78,4,Unknown,Natural Product,COCONUT
LIG_0235,,COc1ccc(C(=O)Nc2cccc(C(=O)O)c2O)cc1,287.27,2.35,3,4,95.86,4,Unknown,Natural Product,COCONUT
LIG_0236,,CC(C)[C@H]1CC[C@@]2(C)[C@H]3[C@@H](O)[C@@H](O)[C@H]([C@H]31)[C@@]21CO1,252.35,1.43,2,3,52.99,1,Unknown,Natural Product,COCONUT
LIG_0237,,CCc1cc(=O)oc2cc3occ(C)c3cc12,228.25,3.41,0,3,43.35,1,Unknown,Natural Product,COCONUT
LIG_0238,,Oc1ccc2c(c1)OC[C@@H](c1cc3c(cc1O)OCO3)C2,286.28,2.55,2,5,68.15,1,Unknown,Natural Product,COCONUT
LIG_0239,,O=C(O)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,230.22,-1.22,4,4,115.73,5,Unknown,Natural Product,COCONUT
LIG_0240,,CC(C)[C@H](NC(=O)Cn1ccc2ccccc21)C(=O)O,274.32,1.87,2,2,71.33,5,Unknown,Natural Product,COCONUT
LIG_0241,,C[C@H]1CC[C@@H]2[C@H](CC[C@@H]3CC=CC(=O)O3)[C@@H](C)C=C[C@@H]2C1,288.43,4.51,0,2,26.3,3,Unknown,Natural Product,COCONUT
LIG_0242,,COc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)cc1C2=O,286.24,1.59,3,6,104.06,1,Unknown,Natural Product,COCONUT
LIG_0243,,CCCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@H](C)N2C1=O,297.36,2.83,1,2,56.41,2,Unknown,Natural Product,COCONUT
LIG_0244,,C[C@H]1CC(=O)[C@]2(C)[C@@H](C)c3ccoc3C[C@]12C,232.32,3.56,0,2,30.21,0,Unknown,Natural Product,COCONUT
LIG_0245,,O=S(=O)(O)Oc1cccc(O)c1O,206.17,0.28,3,5,104.06,2,Unknown,Natural Product,COCONUT
LIG_0246,,NC(=S)NNc1ccc(Cl)cc1,201.68,1.5,3,2,50.08,2,Unknown,Natural Product,COCONUT
LIG_0247,,CN(C)C1(Cc2cc(-c3cccc(O)c3)on2)COC1,274.32,1.92,1,5,58.73,4,Unknown,Natural Product,COCONUT
LIG_0248,,c1ccc(-c2nccnc2-c2ccccc2)cc1,232.29,3.81,0,2,25.78,2,Unknown,Natural Product,COCONUT
LIG_0249,,CC(C)=CCc1ccc(O)c2c1[C@H](C[C@H](O)[C@H](C)O)OC2,292.38,2.6,3,4,69.92,5,Unknown,Natural Product,COCONUT
LIG_0250,,CC(=O)N[C@H](COC(C)=O)Cc1ccccc1,235.28,1.3,1,3,55.4,5,Unknown,Natural Product,COCONUT
LIG_0251,,COc1ccc(CNCc2cccc(OC)c2)cc1,257.33,2.99,1,3,30.49,6,Unknown,Natural Product,COCONUT
LIG_0252,,CCc1c(OC)cc2oc3cc(Cl)cn3c(=O)c2c1O,293.71,2.98,1,4,64.08,2,Unknown,Natural Product,COCONUT
LIG_0253,,COc1c(O)cc(C=O)cc1Br,231.04,1.98,1,3,46.53,2,Unknown,Natural Product,COCONUT
LIG_0254,,O[C]1C=C(O)C=C2OC(c3ccc(O)c(O)c3)=C(O)C=C12,287.25,2.52,5,6,110.38,1,Unknown,Natural Product,COCONUT
LIG_0255,,COc1ccc([C@@H]2COc3cc(O)ccc3[C@H]2O)c(O)c1,288.3,2.32,3,5,79.15,2,Unknown,Natural Product,COCONUT
LIG_0256,,[H]/N=C1/C[C@](O)(CO)CC(NCC(=O)O)=C1OC,244.25,-0.94,5,6,122.87,5,Unknown,Natural Product,COCONUT
LIG_0257,,COc1c2nc3ccccc3oc-2cc(=O)c1OC,257.25,2.31,0,5,61.56,2,Unknown,Natural Product,COCONUT
LIG_0258,,CO[C@@H]1C[C@@H]([C@@H](C)CC(=O)C=C(C)C)C=C[C@]1(C)O,266.38,2.89,1,3,46.53,5,Unknown,Natural Product,COCONUT
LIG_0259,,CN(C)Cc1cc2oc(=O)c3c(c2cc1O)CCCN3,274.32,1.92,2,5,65.71,2,Unknown,Natural Product,COCONUT
LIG_0260,,COc1c(O)cc2oc(=O)ccc2c1OC,222.2,1.52,1,5,68.9,2,Unknown,Natural Product,COCONUT
LIG_0261,,C=C(C)CCC1=C(C(C)C)CC[C@@H](C)C1=O,220.36,4.29,0,1,17.07,4,Unknown,Natural Product,COCONUT
LIG_0262,,COC(OC)(C(=O)c1ccccc1)c1ccccc1,256.3,3.02,0,3,35.53,5,Unknown,Natural Product,COCONUT
LIG_0263,,CC1=C2C[C@H]3CC=CC(=O)[C@]3(C)C=C2OC1=O,230.26,2.3,0,3,43.37,0,Unknown,Natural Product,COCONUT
LIG_0264,,COC(=O)[C@@H]1C[C@H]([C@H]2CCCCN2)CN2CCCC[C@@H]12,280.41,1.79,1,4,41.57,2,Unknown,Natural Product,COCONUT
LIG_0265,,O=C1c2cccnc2-c2nccc3c2c1nc1ccccc13,283.29,3.39,0,4,55.74,0,Unknown,Natural Product,COCONUT
LIG_0266,,CC(=O)N[C@H]1CO[C@@H](CN(C)CCc2ccccc2)[C@@H]1O,292.38,0.43,2,4,61.8,6,Unknown,Natural Product,COCONUT
LIG_0267,,C[C@H](O)[C@H]1CNC(=O)c2ccccc2O1,207.23,0.56,2,3,58.56,1,Unknown,Natural Product,COCONUT
LIG_0268,,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2O)cc1,223.27,-0.07,3,4,61.72,3,Unknown,Natural Product,COCONUT
LIG_0269,,CCOc1ccccc1NC(=O)c1ccc2c(c1)OCO2,285.3,3.07,1,4,56.79,4,Unknown,Natural Product,COCONUT
LIG_0270,,CCOc1ccc([C@@]2(C)CC(=O)NC(=O)N2)cc1,248.28,1.53,2,3,67.43,3,Unknown,Natural Product,COCONUT
LIG_0271,,CCCNC(=O)N[C@H]1[C@H](O)[C@@H](n2cccn2)[C@@H]2OC[C@H]1O2,296.33,-0.38,3,5,97.64,4,Unknown,Natural Product,COCONUT
LIG_0272,,CC(=O)Nc1ccc(/C=C\c2ccccc2)c([N+](=O)[O-])c1,282.3,3.72,1,3,72.24,4,Unknown,Natural Product,COCONUT
LIG_0273,,C/C1=C/[C@H]2OC(=O)[C@H](C)[C@@H]2CC/C(C)=C/CC1,234.34,3.63,0,2,26.3,0,Unknown,Natural Product,COCONUT
LIG_0274,,Cc1c2ccccc2cc(Cc2ccccc2)[n+]1C,248.35,3.56,0,0,3.88,2,Unknown,Natural Product,COCONUT
LIG_0275,,CC1=C2C=C(C(C)(C)O)CC[C@@H](C)[C@@H]2CC1,220.36,3.84,1,1,20.23,1,Unknown,Natural Product,COCONUT
LIG_0276,,COC(=O)C[C@]1(C)O[C@H]2CCCC[C@H]2C2=CCCC[C@H]21,278.39,3.62,0,3,35.53,2,Unknown,Natural Product,COCONUT
LIG_0277,,O=C(NCCc1ccccc1)c1cccc(Cl)c1,259.74,3.31,1,1,29.1,4,Unknown,Natural Product,COCONUT
LIG_0278,,O=C(O)[C@H](c1ccccc1)c1ccccn1,213.24,2.3,1,2,50.19,3,Unknown,Natural Product,COCONUT
LIG_0279,,CC(C)(O)[C@@H]1CC[C@]2(C)[C@@H](O)CC[C@](C)(O)[C@H]2C1,256.39,2.09,3,3,60.69,1,Unknown,Natural Product,COCONUT
LIG_0280,,Cc1cc(O)c2c(=O)c3ccccc3oc2c1,226.23,2.96,1,3,50.44,0,Unknown,Natural Product,COCONUT
LIG_0281,,CO[C@@H]1O[C@H](OC)c2c(O)c(O)c(O)c(C)c21,242.23,1.43,3,6,88.38,2,Unknown,Natural Product,COCONUT
LIG_0282,,C=C(C)[C@H]1COc2cc3oc(=O)ccc3cc2O1,244.25,2.51,0,4,48.67,1,Unknown,Natural Product,COCONUT
LIG_0283,,COc1ccc2c(c1)CCC1=C2CC[C@@]2(C)C(=O)CC=C12,280.37,4.09,0,2,26.3,1,Unknown,Natural Product,COCONUT
LIG_0284,,COCC(=O)N[C@@H]1CO[C@H](CO)[C@H]1O,205.21,-2.13,3,5,88.02,4,Unknown,Natural Product,COCONUT
LIG_0285,,O=C([O-])c1cc(-c2ccccc2)[o+]c(-c2ccccc2)c1,276.29,3.26,0,2,51.43,3,Unknown,Natural Product,COCONUT
LIG_0286,,COc1ccc(C(=O)O[C@@H](C)CN(C)C)cc1,237.3,1.8,0,4,38.77,5,Unknown,Natural Product,COCONUT
LIG_0287,,C=C(C)[C@H]1C=C2[C@@H](C)CC[C@@H](O)[C@@]2(C)CC1,220.36,3.7,1,1,20.23,1,Unknown,Natural Product,COCONUT
LIG_0288,,O=C(Cc1ccccc1)C(=O)c1ccccc1O,240.26,2.39,1,3,54.37,4,Unknown,Natural Product,COCONUT
LIG_0289,,CCC(=O)C=Cc1ccc2c(c1)C(C)=CC(C)(C)N2,255.36,4.29,1,2,29.1,3,Unknown,Natural Product,COCONUT
LIG_0290,,CCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,291.34,-0.86,4,6,108.25,7,Unknown,Natural Product,COCONUT
LIG_0291,,COc1ccc(CC(C)=O)c2c1C(=O)CC(C)(C)O2,262.3,2.57,0,4,52.6,3,Unknown,Natural Product,COCONUT
LIG_0292,,O=C1OC(c2ccc(Cl)cc2)=N/C1=C\c1ccccc1,283.71,3.68,0,3,38.66,2,Unknown,Natural Product,COCONUT
LIG_0293,,CCCCCCCCC/C=C/[C@@H](O)CN,213.37,3.0,2,2,46.25,10,Unknown,Natural Product,COCONUT
LIG_0294,,CCO[C@@]1(C/C(C)=C/Cc2occc2C)C=C(C)C(=O)O1,290.36,3.7,0,4,48.67,6,Unknown,Natural Product,COCONUT
LIG_0295,,CCCCCCc1c(C)c2cc(O)c(O)cc2oc1=O,276.33,3.64,2,4,70.67,5,Unknown,Natural Product,COCONUT
LIG_0296,,CC(=O)Nc1ccc(Br)cc1,214.06,2.41,1,1,29.1,1,Unknown,Natural Product,COCONUT
LIG_0297,,CC(=O)c1[nH]c2cc(Br)ccc2c1O,254.08,2.84,2,2,53.09,1,Unknown,Natural Product,COCONUT
LIG_0298,,CN(C)c1ccc(/C=C(\C#N)C(N)=S)cc1,231.32,1.95,1,3,53.05,3,Unknown,Natural Product,COCONUT
LIG_0299,,Nc1ccc([C@@H](CC(=NO)c2ccccc2)NO)cc1,271.32,2.56,4,5,90.87,5,Unknown,Natural Product,COCONUT
LIG_0300,,C=CC(C)(C)c1c2ccoc2c(O)c2oc(=O)ccc12,270.28,3.71,1,4,63.58,2,Unknown,Natural Product,COCONUT
LIG_0301,,C[C@H](O)/C=C/C1=C(C[C@H](C)O)C(=O)OC1,212.24,0.55,2,4,66.76,4,Unknown,Natural Product,COCONUT
LIG_0302,,CC[C@@H]1C[C@H](c2ccoc(=O)c2)OC1=O,208.21,1.65,0,4,56.51,2,Unknown,Natural Product,COCONUT
LIG_0303,,COC(C)(C)[C@@H]1C[C@H]2O[C@@]13C=C(C)C(=O)C=C3[C@@H]2C,262.35,2.66,0,3,35.53,2,Unknown,Natural Product,COCONUT
LIG_0304,,C=C1C(=O)O[C@H]2[C@@H](OC(C)=O)[C@]3(C)CCCC(C)=C3C[C@@H]12,290.36,2.93,0,4,52.6,1,Unknown,Natural Product,COCONUT
LIG_0305,,O=C(O)C[C@@H]1OC(=O)[C@H](CC(=O)O)OC1=O,232.14,-1.23,2,6,127.2,4,Unknown,Natural Product,COCONUT
LIG_0306,,CCCC(=O)CC/C=C/[C@H](O)[C@@H]1O[C@H]1CO,228.29,0.81,2,4,70.06,8,Unknown,Natural Product,COCONUT
LIG_0307,,CNC(=O)C[C@H](c1ccccc1)c1ccccn1,240.31,2.35,1,2,41.99,4,Unknown,Natural Product,COCONUT
LIG_0308,,COc1cc2c(cc1OC)[C@H](O)CC(C)(C)O2,238.28,2.3,1,4,47.92,2,Unknown,Natural Product,COCONUT
LIG_0309,,COc1ccc(O)c2c1O[C@@H]1C[C@H](O)CC[C@]21CCN,279.34,1.29,3,5,84.94,3,Unknown,Natural Product,COCONUT
LIG_0310,,C=C[C@](C)(O)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,256.39,2.56,3,3,60.69,8,Unknown,Natural Product,COCONUT
LIG_0311,,CCC(=O)O[C@H]1[C@H](O)CN[C@@H]1Cc1ccc(OC)cc1,279.34,0.89,2,5,67.79,5,Unknown,Natural Product,COCONUT
LIG_0312,,C=C(C)[C@H](O)COc1cc2ccc(=O)oc2cc1O,262.26,1.81,2,5,79.9,4,Unknown,Natural Product,COCONUT
LIG_0313,,CC1=c2oc3c(c2C(=O)C(C)(C)C1=O)Oc1ccccc1C=3,294.31,2.18,0,4,56.51,0,Unknown,Natural Product,COCONUT
LIG_0314,,CC(=O)/C=C1\C[C@@]2(C)CCC[C@]2(C)C2=C1CC(C)(C)O2,274.4,4.56,0,2,26.3,1,Unknown,Natural Product,COCONUT
LIG_0315,,COc1cc(OC)cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)c1,312.33,1.95,2,6,106.18,3,Unknown,Natural Product,COCONUT
LIG_0316,,CN(NC(=O)Cc1ccccc1)c1ccc(Br)cc1,319.2,3.16,1,2,32.34,4,Unknown,Natural Product,COCONUT
LIG_0317,,O=C(O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc([N+](=O)[O-])ccc2O)N1,353.33,2.47,4,5,128.49,3,Unknown,Natural Product,COCONUT
LIG_0318,,C/C=C1/CN2CC[C@]34C(=Nc5ccccc53)[C@@H]2C[C@@H]1[C@@H]4C(=O)OC,322.41,2.85,0,4,41.9,1,Unknown,Natural Product,COCONUT
LIG_0319,,COc1ccc2c(C)c(CCC(=O)Nc3ccc4[nH]ccc4c3)c(=O)oc2c1,376.41,4.16,2,4,84.33,5,Unknown,Natural Product,COCONUT
LIG_0320,,COc1ccccc1CNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,320.73,3.19,1,4,81.47,5,Unknown,Natural Product,COCONUT
LIG_0321,,C=C1[C@@H]2CC[C@@H]3[C@]4(C)C[C@H](O)CC(C)(C)[C@H]4CC[C@]3([C@@H]2O)[C@H]1O,320.47,2.89,3,3,60.69,0,Unknown,Natural Product,COCONUT
LIG_0322,,COc1cc2c(cc1OC)[C@H]1Cc3ccc(C#N)cc3C(=O)N1CC2,334.38,2.87,0,4,62.56,2,Unknown,Natural Product,COCONUT
LIG_0323,,COc1cc(O)c2c(=O)cc(CCC[C@@H]3CCC(=O)O3)oc2c1,318.32,2.54,1,6,85.97,5,Unknown,Natural Product,COCONUT
LIG_0324,,COC[C@@]1(O)C[C@@]23CC[C@@H]4[C@H](C(=O)OC)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,350.5,3.56,1,4,55.76,3,Unknown,Natural Product,COCONUT
LIG_0325,,CC(=O)O[C@@H](CC=C(C)C)c1cc(O)c2c(c1O)C(=O)C=CC2=O,330.34,2.99,2,6,100.9,4,Unknown,Natural Product,COCONUT
LIG_0326,,COc1cc2c(cc1OC)[C@H]1N(CC2)Cc2c(ccc(OC)c2OC)C1(C)C,383.49,4.11,0,5,40.16,4,Unknown,Natural Product,COCONUT
LIG_0327,,CC(=O)c1cc(N)c(C)c2oc3c(C)c(=O)cc(C(=O)[C@H]4CCCCO4)c-3nc12,394.43,3.45,1,7,112.49,3,Unknown,Natural Product,COCONUT
LIG_0328,,CCCCCC1=C(C=O)[C@H]2OC(C)(C)[C@H](O)C[C@]23O[C@@H]3C1=O,308.37,1.71,1,5,76.13,5,Unknown,Natural Product,COCONUT
LIG_0329,,COC(=O)N(C)C[C@]12C=C[C@H](O1)C(Cl)(Cl)C(=O)C2(Cl)Cl,363.02,2.31,0,4,55.84,2,Unknown,Natural Product,COCONUT
LIG_0330,,C=C(C)COc1ccc(-c2nc(N)ncc2-c2ccc(OC)c(OC)c2)c(O)c1,393.44,4.07,2,7,99.72,7,Unknown,Natural Product,COCONUT
LIG_0331,,O=C(c1cnccn1)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cccs3)c(=O)n1C2,378.46,2.63,0,5,68.09,2,Unknown,Natural Product,COCONUT
LIG_0332,,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1CC[C@@]13C[C@@H](CC[C@@H]12)[C@@]1(CO1)C3,318.46,4.25,1,2,49.83,1,Unknown,Natural Product,COCONUT
LIG_0333,,C=C[C@@]1(C)C=C2CC[C@@H]3C(CO)(CO)CC(=O)C[C@@]3(C)[C@@H]2CC1,318.46,3.27,2,3,57.53,3,Unknown,Natural Product,COCONUT
LIG_0334,,COC(=O)/C=C(\C)CC[C@@H]1C(C)=C[C@@H](O)[C@@H]2[C@@](C)(CO)CCC[C@@]12C,350.5,3.63,2,4,66.76,5,Unknown,Natural Product,COCONUT
LIG_0335,,C=CCn1c(=O)c(C(=O)NCCc2cccc(OC)c2)c(O)c2ccccc21,378.43,2.87,2,4,80.56,7,Unknown,Natural Product,COCONUT
LIG_0336,,CCc1cc2c(=O)c(-c3nc4ccccc4n3C)coc2cc1O,320.35,3.61,1,4,68.26,2,Unknown,Natural Product,COCONUT
LIG_0337,,CN[C@H]1[C@@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@@]3(O)O[C@H]2[C@@H](NC)[C@H]1O,332.35,-2.93,5,9,129.51,2,Unknown,Natural Product,COCONUT
LIG_0338,,COc1ccc(CN[C@H]2[C@H](O)[C@@H](Sc3ccccc3)[C@@H]3OC[C@H]2O3)cc1,373.47,2.43,2,6,59.95,6,Unknown,Natural Product,COCONUT
LIG_0339,,COC(=C\C(C)=C\[C@@H]1CCCc2c1oc1ccc(O)cc21)/C=C/C(=O)O,354.4,4.68,2,4,79.9,5,Unknown,Natural Product,COCONUT
LIG_0340,,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1C/C=C(/C=O)CC=O,302.46,4.89,0,2,34.14,5,Unknown,Natural Product,COCONUT
LIG_0341,,CC(=O)O[C@H]1C/C(C)=C\[C@@H](O)[C@H](O)[C@H]2[C@H](O)O[C@]13[C@@H]2CC3(C)C,326.39,0.74,3,6,96.22,1,Unknown,Natural Product,COCONUT
LIG_0342,,C=C1[C@H](C)CC[C@]2(C)C3=C(C(=O)[C@]4(C[C@@H]4C)[C@@H](O)C3=O)[C@H](O)[C@@H](O)[C@@H]12,346.42,1.17,3,5,94.83,0,Unknown,Natural Product,COCONUT
LIG_0343,,CCCCCOC(=O)C1=C(C)N(C)C(=O)N[C@@H]1c1cc(Cl)c(O)c(OC)c1,396.87,3.76,2,5,88.1,7,Unknown,Natural Product,COCONUT
LIG_0344,,O=C1c2c([nH]ccc2=O)-c2nc3c(O)cccc3c3ccnc1c23,315.29,2.39,2,5,95.94,0,Unknown,Natural Product,COCONUT
LIG_0345,,C/C=C/CC[C@@H]1OC(=O)c2c(O)c(CC=C(C)C)cc(O)c2[C@H]1OC,346.42,4.19,2,5,75.99,6,Unknown,Natural Product,COCONUT
LIG_0346,,CC1=C(C(=O)Nc2ccc(C)c(C)c2)C2(CCCCCC2)OC1=O,327.42,4.21,1,3,55.4,2,Unknown,Natural Product,COCONUT
LIG_0347,,CC1(C)C=Cc2c(ccc([C@@H]3COc4cc(O)ccc4C3)c2O)O1,324.38,4.0,2,4,58.92,1,Unknown,Natural Product,COCONUT
LIG_0348,,CN1CCC2=C(N=C3CCCN3c3ccccc3)c3ccccc3[N+]=C21,342.45,3.81,0,3,32.94,2,Unknown,Natural Product,COCONUT
LIG_0349,,COc1ccccc1[C@@H](CNC(=O)c1ccc(Cl)cc1)N(C)C,332.83,3.38,1,3,41.57,6,Unknown,Natural Product,COCONUT
LIG_0350,,CC(C)=CCc1c(O)cc2c(c1C)Oc1c(C=O)c(O)cc(C)c1C(=O)O2,368.39,4.36,2,6,93.06,3,Unknown,Natural Product,COCONUT
LIG_0351,,CCOc1ccc(/C=C/C(=O)Nc2nccs2)cc1OC,304.37,3.2,1,5,60.45,6,Unknown,Natural Product,COCONUT
LIG_0352,,CCOc1ccc(C(=O)N/C(=C/c2ccccc2)C(=O)NCCCC(=O)O)cc1,396.44,2.84,3,4,104.73,10,Unknown,Natural Product,COCONUT
LIG_0353,,C=C1[C@H]2C(=C(COC(=O)CC(C)C)CC[C@H]3C(=C)C(=O)O[C@H]23)C[C@@H]1O,346.42,2.7,1,5,72.83,4,Unknown,Natural Product,COCONUT
LIG_0354,,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,354.49,4.45,0,3,43.37,1,Unknown,Natural Product,COCONUT
LIG_0355,,O=C(NCCc1cnc[nH]1)C1CCN(c2ncnc3[nH]cnc23)CC1,340.39,0.65,3,6,115.48,5,Unknown,Natural Product,COCONUT
LIG_0356,,CCOC(=O)c1oc2cc(OC)cc(O)c2c(=O)c1-c1ccc(OC)cc1,370.36,3.36,1,7,95.2,5,Unknown,Natural Product,COCONUT
LIG_0357,,C[C@H]1C[C@@H](O)[C@@]2(CO)[C@@H](CCC[C@@]23CO3)[C@]1(C)[C@H]1C[C@@H]2C=CO[C@@H]2O1,350.46,2.22,2,5,71.45,2,Unknown,Natural Product,COCONUT
LIG_0358,,COc1cc(OC)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,316.31,2.98,0,6,67.13,4,Unknown,Natural Product,COCONUT
LIG_0359,,COc1ccc2cnc3c4cc5c(cc4ccc3c2c1OC)OCO5,333.34,4.29,0,5,49.81,2,Unknown,Natural Product,COCONUT
LIG_0360,,CC1(C)CC(=O)c2c(ccc3c2OC(=Cc2ccc(O)cc2)C3=O)O1,336.34,3.75,1,5,72.83,1,Unknown,Natural Product,COCONUT
LIG_0361,,C[C@H]1CC[C@]2(C)[C@@]3(O)C[C@H](Br)[C@@](C)(Cl)C[C@H]3O[C@]12C,351.71,3.87,1,2,29.46,0,Unknown,Natural Product,COCONUT
LIG_0362,,Cc1cc(O)c(C(=O)/C=C/c2ccc3c(c2)OCCCO3)cc1C,324.38,4.07,1,4,55.76,3,Unknown,Natural Product,COCONUT
LIG_0363,,CN1C(=O)[C@@](C)(O)[C@@H](O)[C@@H]1Cc1ccc2c(c1)C[C@@H](C(C)(C)O)O2,335.4,0.26,3,5,90.23,3,Unknown,Natural Product,COCONUT
LIG_0364,,C/C1=C\CC[C@]2(C)O[C@@H]2C(=O)C2=C[C@H](O)[C@@H](C)[C@@](C)(CC1)[C@@]2(C)O,334.46,2.93,2,4,70.06,0,Unknown,Natural Product,COCONUT
LIG_0365,,C[C@@H]1C[C@@H](O)[C@H]2C(C)(C)CCC[C@]2(C)[C@@]1(O)CCC1=CC(=O)OC1,336.47,3.21,2,4,66.76,3,Unknown,Natural Product,COCONUT
LIG_0366,,CN(C)c1ccc(-c2noc([C@@H]3CCCN3Cc3cccnc3)n2)cn1,350.43,2.93,0,7,71.18,5,Unknown,Natural Product,COCONUT
LIG_0367,,CC(=O)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2OC=C(C(=O)O)[C@H]3CC[C@H](C)[C@@H]23)[C@@H]1O,354.4,1.69,2,6,102.29,4,Unknown,Natural Product,COCONUT
LIG_0368,,C[C@H]1Cc2c(O)c3c(c(O)c2O1)[C@@]1(C)CCCC(C)(C)[C@@H]1CC3=O,330.42,4.09,2,4,66.76,0,Unknown,Natural Product,COCONUT
LIG_0369,,CC(=O)O[C@H]1CC[C@@H]2[C@@H]3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,350.5,3.29,2,4,66.76,1,Unknown,Natural Product,COCONUT
